id,manufacturer_id,dtc,description
1475,4,P0424,Heated Catalyst Temperature Below Threshold (Bank 1)
1476,4,P0430,Catalyst System Efficiency Below Threshold (Bank 2)
1477,4,P0431,Warm Up Catalyst Efficiency Below Threshold (Bank 2)
1478,4,P0432,Main Catalyst Efficiency Below Threshold (Bank 2)
1479,4,P0433,Heated Catalyst Efficiency Below Threshold (Bank 2)
1480,4,P0434,Heated Catalyst Temperature Below Threshold (Bank 2)
1481,4,P0440,Evaporative Emission Control System Malfunction
1482,4,P0441,Evaporative Emission Control System Incorrect Purge Flow
1483,4,P0442,Evaporative Emission Control System Leak Detected (small leak)
1484,4,P0443,Evaporative Emission Control System Purge Control Valve Circuit
1485,4,P0444,Evaporative Emission Control System Purge Control Valve Circuit
1486,4,P0445,Evaporative Emission Control System Purge Control Valve Circuit Shorted
1487,4,P0446,Evaporative Emission Control System Vent Control Circuit Malfunction
1488,4,P0447,Evaporative Emission Control System Vent Control Circuit Open
1489,4,P0448,Evaporative Emission Control System Vent Control Circuit Shorted
1490,4,P0449,Evaporative Emission Control System Vent Valve/Solenoid Circuit Malfunction
1491,4,P0450,Evaporative Emission Control System Pressure Sensor Malfunction
1492,4,P0451,Evaporative Emission Control System Pressure Sensor Range/Performance
1493,4,P0452,Evaporative Emission Control System Pressure Sensor Low Input
1494,4,P0453,Evaporative Emission Control System Pressure Sensor High Input
1495,4,P0454,Evaporative Emission Control System Pressure Sensor Intermittent
1496,4,P0455,Evaporative Emission Control System Leak Detected (gross leak)
1497,4,P0460,Fuel Level Sensor Circuit Malfunction
1498,4,P0461,Fuel Level Sensor Circuit Range/Performance
1499,4,P0462,Fuel Level Sensor Circuit Low Input
1500,4,P0463,Fuel Level Sensor Circuit High Input
1501,4,P0464,Fuel Level Sensor Circuit Intermittent
1502,4,P0465,Purge Flow Sensor Circuit Malfunction
1503,4,P0466,Purge Flow Sensor Circuit Range/Performance
1504,4,P0467,Purge Flow Sensor Circuit Low Input
1505,4,P0468,Purge Flow Sensor Circuit High Input
1506,4,P0469,Purge Flow Sensor Circuit Intermittent
1507,4,P0470,Exhaust Pressure Sensor Malfunction
1508,4,P0471,Exhaust Pressure Sensor Range/Performance
1509,4,P0472,Exhaust Pressure Sensor Low
1510,4,P0473,Exhaust Pressure Sensor High
1511,4,P0474,Exhaust Pressure Sensor Intermittent
1512,4,P0475,Exhaust Pressure Control Valve Malfunction
1513,4,P0476,Exhaust Pressure Control Valve Range/Performance
1514,4,P0477,Exhaust Pressure Control Valve Low
1515,4,P0478,Exhaust Pressure Control Valve High
1516,4,P0479,Exhaust Pressure Control Valve Intermittent
1517,4,P0480,Cooling Fan I Control Circuit Malfunction
1518,4,P0481,Cooling Fan 2 Control Circuit Malfunction
1519,4,P0482,Cooling Fan 3 Control Circuit Malfunction
1520,4,P0483,Cooling Fan Rationality Check Malfunction
1521,4,P0484,Cooling Fan Circuit Over Current
1522,4,P0485,Cooling Fan Power/Ground Circuit Malfunction
1523,4,P0500,Vehicle Speed Sensor Malfunction
1524,4,P0501,Vehicle Speed Sensor Range/Performance
1525,4,P0502,Vehicle Speed Sensor Low Input
1526,4,P0503,Vehicle Speed Sensor Intermittent/Erratic/High
1527,4,P0505,Idle Control System Malfunction
1528,4,P0506,Idle Control System RPM Lower Than Expected
1529,4,P0507,Idle Control System RPM Higher Than Expected
1530,4,P0510,Closed Throttle Position Switch Malfunction
1531,4,P0520,Engine Oil Pressure Sensor/Switch Circuit Malfunction
1532,4,P0521,Engine Oil Pressure Sensor/Switch Circuit Range/Performance
1533,4,P0522,Engine Oil Pressure Sensor/Switch Circuit Low Voltage
1534,4,P0523,Engine Oil Pressure Sensor/Switch Circuit High Voltage
1535,4,P0530,A/C Refrigerant Pressure Sensor Circuit Malfunction
1536,4,P0531,A/C Refrigerant Pressure Sensor Circuit Range/Performance
1537,4,P0532,A/C Refrigerant Pressure Sensor Circuit Low Input
1538,4,P0533,A/C Refrigerant Pressure Sensor Circuit High Input
1539,4,P0534,Air Conditioner Refrigerant Charge Loss
1540,4,P0550,Power Steering Pressure Sensor Circuit Malfunction
1541,4,P0551,Power Steering Pressure Sensor Circuit Range/Performance
1542,4,P0552,Power Steering Pressure Sensor Circuit Low Input
1543,4,P0553,Power Steering Pressure Sensor Circuit High Input
1544,4,P0554,Power Steering Pressure Sensor Circuit Intermittent
1545,4,P0560,System Voltage Malfunction
1546,4,P0561,System Voltage Unstable
1547,4,P0562,System Voltage Low
1548,4,P0563,System Voltage High
1549,4,P0565,Cruise Control On Signal Malfunction
1550,4,P0566,Cruise Control Off Signal Malfunction
1551,4,P0567,Cruise Control Resume Signal Malfunction
1552,4,P0568,Cruise Control Set Signal Malfunction
1553,4,P0569,Cruise Control Coast Signal Malfunction
1554,4,P0570,Cruise Control Accel Signal Malfunction
1555,4,P0571,Cruise Control/Brake Switch A Circuit Malfunction
1556,4,P0572,Cruise Control/Brake Switch A Circuit Low
1557,4,P0573,Cruise Control/Brake Switch A Circuit High
1558,4,P0574,Cruise Control Related Malfunction
1559,4,P0575,Cruise Control Related Malfunction
1560,4,P0576,Cruise Control Related Malfunction
1561,4,P0578,Cruise Control Related Malfunction
1562,4,P0579,Cruise Control Related Malfunction
1563,4,P0580,Cruise Control Related Malfunction
1564,4,P0600,Serial Communication Link Malfunction
1565,4,P0601,Internal Control Module Memory Check Sum Error
1566,4,P0602,Control Module Programming Error
1567,4,P0603,Internal Control Module Keep Alive Memory (KAM) Error
1568,4,P0604,Internal Control Module Random Access Memory (RAM) Error
1569,4,P0605,Internal Control Module Read Only Memory (ROM) Error
1570,4,P0606,PCM Processor Fault
1571,4,P0608,"Control Module VSS Output ""A’ Malfunction"
1572,4,P0609,"Control Module VSS Output ""B"" Malfunction"
1573,4,P0620,Generator Control Circuit Malfunction
1574,4,P0621,"Generator Lamp ""L"" Control Circuit Malfunction"
1575,4,P0622,"Generator Field ""F"" Control Circuit Malfunction"
1576,4,P0650,Malfunction Indicator Lamp (MIL) Control Circuit Malfunction
1577,4,P0654,Engine RPM Output Circuit Malfunction
1578,4,P0655,Engine Hot Lamp Output Control Circuit Malfunction
1579,4,P0656,Fuel Level Output Circuit Malfunction
1580,4,P0700,Transmission Control System Malfunction
1581,4,P0701,Transmission Control System Range/Performance
1582,4,P0702,Transmission Control System Electrical
1583,4,P0703,Torque Converter/Brake Switch B Circuit Malfunction
1584,4,P0704,Clutch Switch Input Circuit Malfunction
1585,4,P0705,Transmission Range Sensor Circuit malfunction (PRNDL Input)
1586,4,P0706,Transmission Range Sensor Circuit Range/Performance
1587,4,P0707,Transmission Range Sensor Circuit Low Input
1588,4,P0708,Transmission Range Sensor Circuit High Input
1589,4,P0709,Transmission Range Sensor Circuit Intermittent
1590,4,P0710,Transmission Fluid Temperature Sensor Circuit Malfunction
1591,4,P0711,Transmission Fluid Temperature Sensor Circuit Range/Performance
1592,4,P0712,Transmission Fluid Temperature Sensor Circuit Low Input
1593,4,P0713,Transmission Fluid Temperature Sensor Circuit High Input
1594,4,P0714,Transmission Fluid Temperature Sensor Circuit Intermittent
1595,4,P0715,Input/Turbine Speed Sensor Circuit Malfunction
1596,4,P0716,Input/Turbine Speed Sensor Circuit Range/Performance
1597,4,P0717,Input/Turbine Speed Sensor Circuit No Signal
1598,4,P0718,Input/Turbine Speed Sensor Circuit Intermittent
1599,4,P0719,Torque Converter/Brake Switch B Circuit Low
1600,4,P0720,Output Speed Sensor Circuit Malfunction
1601,4,P0721,Output Speed Sensor Range/Performance
1602,4,P0722,Output Speed Sensor No Signal
1603,4,P0723,Output Speed Sensor Intermittent
1604,4,P0724,Torque Converter/Brake Switch B Circuit High
1605,4,P0725,Engine Speed input Circuit Malfunction
1606,4,P0726,Engine Speed Input Circuit Range/Performance
1607,4,P0727,Engine Speed Input Circuit No Signal
1608,4,P0728,Engine Speed Input Circuit Intermittent
1609,4,P0730,Incorrect Gear Ratio
1610,4,P0731,Gear I Incorrect ratio
1611,4,P0732,Gear 2 Incorrect ratio
1612,4,P0733,Gear 3 Incorrect ratio
1613,4,P0734,Gear 4 Incorrect ratio
1614,4,P0735,Gear 5 Incorrect ratio
1615,4,P0736,Reverse incorrect gear ratio
1616,4,P0740,Torque Converter Clutch Circuit Malfunction
1617,4,P0741,Torque Converter Clutch Circuit Performance or Stuck Off
1618,4,P0742,Torque Converter Clutch Circuit Stock On
1619,4,P0743,Torque Converter Clutch Circuit Electrical
1620,4,P0744,Torque Converter Clutch Circuit Intermittent
1621,4,P0745,Pressure Control Solenoid Malfunction
1622,4,P0746,Pressure Control Solenoid Performance or Stuck Off
1623,4,P0747,Pressure Control Solenoid Stuck On
1624,4,P0748,Pressure Control Solenoid Electrical
1625,4,P0749,Pressure Control Solenoid Intermittent
1626,4,P0750,Shift Solenoid A Malfunction
1627,4,P0751,Shift Solenoid A Performance or Stuck Off
1628,4,P0752,Shift Solenoid A Stuck OnP0753 Shift Solenoid A Electrical
1629,4,P0754,Shift Solenoid A Intermittent
1630,4,P0755,Shift Solenoid B Malfunction
1631,4,P0756,Shift Solenoid B Performance or Stock Off
1632,4,P0757,Shift Solenoid B Stuck On
1633,4,P0758,Shift Solenoid B Electrical
1634,4,P0759,Shift Solenoid B Intermittent
1635,4,P0760,Shift Solenoid C Malfunction
1636,4,P0761,Shift Solenoid C Performance or Stuck Off
1637,4,P0762,Shift Solenoid C Stuck On
1638,4,P0763,Shift Solenoid C Electrical
1639,4,P0764,Shift Solenoid C Intermittent
1640,4,P0765,Shift Solenoid D Malfunction
1641,4,P0766,Shift Solenoid D Performance or Stuck Off
1642,4,P0767,Shift Solenoid D Stuck On
1643,4,P0768,Shift Solenoid D Electrical
1644,4,P0769,Shift Solenoid D Intermittent
1645,4,P0770,Shift Solenoid E Malfunction
1646,4,P0771,Shift Solenoid E Performance or Stuck Off
1647,4,P0772,Shift Solenoid E Stuck On
1648,4,P0773,Shift Solenoid E Electrical
1649,4,P0774,Shift Solenoid E Intermittent
1650,4,P0780,Shift Malfunction
1651,4,P0781,1-2 Shift Malfunction
1652,4,P0782,2-3 Shift Malfunction
1653,4,P0783,3-4 Shift Malfunction
1654,4,P0784,4-5 Shift Malfunction
1655,4,P0785,Shift/Timing Solenoid Malfunction
1656,4,P0786,Shift/Timing Solenoid Range/Performance
1657,4,P0787,Shift/Timing Solenoid Low
1658,4,P0788,Shift/Timing Solenoid High
1659,4,P0789,Shift/Timing Solenoid Intermittent
1660,4,P0790,Normal/Performance Switch Circuit Malfunction
1661,4,P0801,Reverse Inhibit Control Circuit Malfunction
1662,4,P0803,1-4 Upshift (Skip Shift) Solenoid Control Circuit Malfunction
1663,4,P0804,1-4 Upshift (Skip Shift) Lamp Control Circuit Malfunction
1664,5,P1674,Tachometer Control Circuit
1665,5,P1760,TCM Supply Voltage Interrupted
1666,5,P1273,Accelerator Pedal Position Sensor 1
1667,5,P1212,Mass Air Flow Circuit Intermittent Low
1668,5,P1567,Active Banking Control Active - Cruise Control Disabled
1669,5,P1203,(Alt. Fuel) Gas Mass Sensor Circuit High Frequency
1670,5,P1630,Theft Deterrent Learn Mode Active
1671,5,P1202,(Alt. Fuel) Gas Mass Sensor Circuit Low Frequency
1672,5,P1120,Throttle Position (TP) Sensor 1 Circuit
1673,5,P1532,A/C Evaporator Temp. Sens. Ckt. Low Voltage
1674,5,P1811,Maximum Adapt and Long Shift
1675,5,P1354,IC Output High/Pulse Detected when GND_Cyl. 4
1676,5,P1237,Injector Circuit Cylinder 6 Intermittent
1677,5,P1545,Air Conditioning (A/C) Clutch Relay Control Circuit
1678,5,P1642,Vehicle Speed Output Circuit
1679,5,P1847,2-3 Shift Solenoid Circuit High Voltage
1680,5,P1644,Traction Control Delivered Torque Output Circuit
1681,5,P1112,Intake Air Temperature (IAT) Sensor Circuit IntermittentLow Voltage
1682,5,P1310,Ignition Coil 3 Primary Feedback Circuit
1683,5,P1504,Vehicle Speed Output Circuit
1684,5,P1570,Traction Control Active - Cruise Control Disabled
1685,5,P1186,EOT Circuit Performance
1686,5,P1404,Exhaust Gas Recirculation (EGR) Closed PositionPerformance
1687,5,P1571,Traction Control Torque Request Circuit
1688,5,P1696,Remote Keyless Entry Voltage High
1689,5,P1442,EVAP Vacuum Sw. High Voltage During Ign. On
1690,5,P1851,Brake Band Apply Solenoid Performance
1691,5,P1370,IC 4X Reference Circuit Too Many Pulses
1692,5,P1562,Cruise Vacuum Solenoid
1693,5,P1315,Ignition Coil 4 Primary Feedback Circuit
1694,5,P1547,A/C System Performance Degraded
1695,5,P1529,Heated Windshield Request Problem
1696,5,P1286,Accelerator Pedal Position Sensor 3 Circuit Performance
1697,5,P1658,Starter Enable Relay Control Circuit
1698,5,P1335,CKP Circuit
1699,5,P1632,Theft Deterrent Fuel Disable Signal Received
1700,5,P1530,Throttle Actuator Control (TAC) Module Internal Circuit
1701,5,P1873,TCC Stator Temp. Switch Circuit Low
1702,5,P1575,Extended Travel Brake Switch Circuit
1703,5,P1374,3X Reference Circuit
1704,5,P1528,Governor
1705,5,P1366,IC Cylinder 6 Not Toggling After Enable
1706,5,P1692,Coolant Gage Circuit High Voltage
1707,5,P1117,Engine Coolant Temp. Signal Out-Of-Range Low
1708,5,P1818,TFP Valve Position Sw. - Drive Without Drive Ratio
1709,5,P1188,EOT Sensor Ckt. High Voltage
1710,5,P1106,Manifold Absolute Pressure (MAP) Sensor Circuit Intermittent High Voltage
1711,5,P1115,Engine Coolant Temperature (ECT) Sensor CircuitIntermittent High Voltage
1712,5,P1105,Secondary Vacuum Sensor Circuit
1713,5,P1433,Fuel Level Sensor 2 Circuit High Voltage
1714,5,P1740,Torque Reduction Signal Circuit
1715,5,P1612,Loss of IPM Serial Data
1716,5,P1107,Manifold Absolute Pressure (MAP) Sensor Circuit Intermittent Low Voltage
1717,5,P1510,Throttle Control System Performance - Throttle LimitationActive
1718,5,P1540,Air Conditioning (A/C) Refrigerant Overpressure - AirConditioning (A/C) Disabled
1719,5,P1228,Injector Circuit Cylinder 3 Intermittent
1720,5,P1278,Accelerator Pedal Position Sensor 1 Circuit High Voltage
1721,5,P1121,Throttle Position (TP) Sensor Circuit Intermittent HighVoltage
1722,5,P1844,Torque Reduction Signal Circuit Desired By TCM
1723,5,P1509,Idle Speed High - Idle Air Control (IAC) System NotResponding
1724,5,P1357,IC Output High/Pulse Detected when GND_Cyl. 7
1725,5,P1601,Serial Comm. Problem With Device 1
1726,5,P1240,Injector Circuit Cylinder 7 Intermittent
1727,5,P1245,Intake Plenum Switchover Valve
1728,5,P1860,TCC PWM Solenoid Circuit Electrical
1729,5,P1564,Vehicle Acceleration Too High - Cruise Control Disabled
1730,5,P1288,Accelerator Pedal Position Sensor 3 Circuit High Voltage
1731,5,P1276,Accelerator Pedal Position Sensor 1 Circuit Performance
1732,5,P1359,Ignition Coil Group 1 Control Circuit
1733,5,P1682,Driver 5 Line 2
1734,5,P1114,Engine Coolant Temperature (ECT) Sensor CircuitIntermittent Low Voltage
1735,5,P1576,BBV Sensor Ckt. High Voltage
1736,5,P1483,Engine Cooling System Performance
1737,5,P1271,Accelerator Pedal Position (APP) Sensor 1-2 Correlation
1738,5,P1673,Engine Hot Lamp Control Circuit
1739,5,P1380,Misfire Detected - Rough Road Data Not Available
1740,5,P1864,Torque Converter Clutch Circuit
1741,5,P1270,Accelerator Pedal Position Sensor A/D Converter Error
1742,5,P1322,EI System or Ignition Control Extra or Missing
1743,5,P1346,Intake Camshaft Position [CMP] Sensor System Performance
1744,5,P1566,Engine RPM Too High - Cruise Control Disabled
1745,5,P1667,Reverse Inhibit Solenoid Control Circuit
1746,5,P1305,Ignition Coil 2 Primary Feedback Circuit
1747,5,P1572,ASR Active Circuit Low Too Long
1748,5,P1421,Intake Air Low Pressure Switch Circuit High Voltage
1749,5,P1810,TFP Valve Position Switch Circuit
1750,5,P1154,HO2S Transition Time Ratio Bank 2 Sensor 1
1751,5,P1887,TCC Release Switch Circuit
1752,5,P1541,A/C High Side Over Temperature
1753,5,P1654,Cruise Control Inhibit Output Circuit
1754,5,P1657,1-4 Upshift Solenoid Control Circuit
1755,5,P1418,Secondary Air Injection System Relay A Control CircuitHigh
1756,5,P1801,Performance Selector Switch Failure
1757,5,P1189,Engine Oil Pressure (EOP) Switch Circuit
1758,5,P1391,Wheel Speed Sensor 1 - G - Sensor Circuit Performance
1759,5,P1356,IC Output High/Pulse Detected when GND_Cyl. 6
1760,5,P1624,Customer Snapshot Requested - Data Available
1761,5,P1578,BBV Sensor Ckt. Low Vacuum
1762,5,P1480,Cooling Fan 1 Control Circuit High
1763,5,P1815,Transmission Range Switch - Start In Wrong Range
1764,5,P1221,Fuel Pump Secondary Circuit Low
1765,5,P1837,Kick-Down Switch Failed Short
1766,5,P1743,TP Signal from ECM
1767,5,P1581,Cruise Move Circuit High Voltage
1768,5,P1392,Wheel Speed Sensor 1 - G - Sensor Circuit Low Voltage
1769,5,P1779,Engine Torque Delivered to TCM Signal
1770,5,P1559,Cruise Control Power Management Mode
1771,5,P1626,Theft Deterrent Fuel Enable Signal Not Received
1772,5,P1643,Engine Speed Output Circuit
1773,5,P1511,Throttle Control System - Backup System Performance
1774,5,P1171,Fuel System Lean During Acceleration
1775,5,P1158,HO2S Bank 2 Sensor 2 Rich or High Voltage
1776,5,P1191,Intake Air Duct Air Leak
1777,5,P1109,Secondary Port Throttle System
1778,5,P1144,HO2S Bank 1 Sensor 3 Rich or High Voltage
1779,5,P1416,Secondary Air Injection (AIR) System Bank 2
1780,5,P1793,Transmission Control Module Stack Overrun
1781,5,P1582,Cruise Direction Circuit Low Voltage
1782,5,P1122,Throttle Position (TP) Sensor Circuit Intermittent LowVoltage
1783,5,P1032,HO2S Heater Warm Up Control Circuit Banks 1 and 2 Sensor 1
1784,5,P1285,Accelerator Pedal Position Sensor 3 Circuit
1785,5,P1614,Loss of RIM Serial Data
1786,5,P1693,Tachometer Circuit Low Voltage
1787,5,P1833,A/T Solenoids Power Circuit - Low Voltage
1788,5,P1141,HO2S Heater Control Circuit Bank 1 Sensor 2
1789,5,P1587,Cruise Control Clutch Control Circuit Low
1790,5,P1377,IC Cam Pulse To 4X Reference Pulse
1791,5,P1225,Injector Circuit Cylinder 2 Intermittent
1792,5,P1606,Serial Communication Problem With Device 6
1793,5,P1527,Transmission Range to Pressure Switch Correlation
1794,5,P1537,A/C Request Circuit Low Voltage
1795,5,P1132,HO2S Circuit Low Variance Bank 2 Sensor 1
1796,5,P1376,Ignition Ground Circuit
1797,5,P1650,Control Module Output B Circuit
1798,5,P1850,Brake Band Apply Solenoid Circuit
1799,5,P1621,Control Module Long Term Memory Performance
1800,5,P1368,IC Cylinder 8 Not Toggling After Enable
1801,5,P1814,Torque Converter Overstressed
1802,5,P1274,Injectors Wired Incorrectly
1803,5,P1520,Transmission Range Switch Circuit
1804,5,P1800,TCM Power Relay Control Circuit
1805,5,P1250,Early Fuel Evaporation Heater Circuit
1806,5,P1375,IC 24X Reference Circuit High Voltage
1807,5,P1617,Engine Oil Level Switch Circuit
1808,5,P1640,Driver-1-Input High Voltage
1809,5,P1222,Injector Control Circuit Intermittent
1810,5,P1323,IC 24X Reference Circuit Low Frequency
1811,5,P1791,Transmission Control Module Loop
1812,5,P1835,Kick-Down Switch Circuit
1813,5,P1275,Accelerator Pedal Position (APP) Sensor 1 Circuit
1814,5,P1345,Crankshaft Position (CKP)-Camshaft Position (CMP) Correlation
1815,5,P1155,HO2S Lean Mean Bank 2 Sensor 1
1816,5,P1156,HO2S Rich Mean Bank 2 Sensor 1
1817,5,P1282,Accelerator Pedal Position Sensor 2 Circuit Low Voltage
1818,5,P1358,IC Output High/Pulse Detected when GND_Cyl. 8
1819,5,P1684,Driver 5 Line 4
1820,5,P1125,APP System
1821,5,P1243,Injector Circuit Cylinder 8 Intermittent
1822,5,P1161,HO2S Heater Control Circuit Bank 2 Sensor 2
1823,5,P1336,Crankshaft Position (CKP) System Variation Not Learned
1824,5,P1131,HO2S Circuit Low Variance Bank 1 Sensor 2
1825,5,P1143,HO2S Bank 1 Sensor 3 Lean System or Low Voltage
1826,5,P1893,Engine Torque Signal Low Voltage
1827,5,P1515,Electronic Throttle System Throttle Position
1828,5,P1390,Wheel Speed Sensor 1 - G - Sensor Circuit
1829,5,P1111,Intake Air Temperature (IAT) Sensor Circuit Intermittent High Voltage
1830,5,P1560,Transaxle Not in Drive - Cruise Control Disabled
1831,5,P1118,Engine Coolant Temp. Signal Out-Of-Range High
1832,5,P1281,Accelerator Pedal Position Sensor 2 Circuit Performance
1833,5,P1280,Accelerator Pedal Position (APP) Sensor 2 Circuit
1834,5,P1185,Engine Oil Temperature Circuit
1835,5,P1272,Accelerator Pedal Position Sensor 2
1836,5,P1637,Generator L-Terminal Circuit
1837,5,P1603,Loss of SDM Serial Data
1838,5,P1633,Ignition 0 Switch Circuit
1839,5,P1615,Loss of VTD Serial Data
1840,5,P1868,Transmission Fluid Life
1841,5,P1660,Cooling Fan Control Circuits
1842,5,P1675,EVAP Vent Solenoid Control Circuit
1843,5,P1574,Stoplamp Switch Circuit
1844,5,P1260,Last Test Failed Failed SCC ENTER:More Info.
1845,5,P1526,Minimum Throttle Position Not Learned
1846,5,P1517,Electronic Throttle Module
1847,5,P1165,HO2S Cross Counts Bank 2 Sensor 3
1848,5,P1136,HO2S Rich Mean Bank 1 Sensor 1
1849,5,P1140,HO2S Transition Time Ratio Bank 1 Sensor 2
1850,5,P1812,Transmission Over Temperature Condition
1851,5,P1119,ECT Signal Out-Of-Range With TFT Sensor
1852,5,P1655,EVAP Purge Solenoid Control Circuit
1853,5,P1363,IC Cylinder 3 Not Toggling After Enable
1854,5,P1170,Bank to Bank Fuel TrimOffset
1855,5,P1524,Throttle Closed Position Performance
1856,5,P1108,BARO to MAP Sensor Comparison Too High
1857,5,P1503,Theft Deterrent Fuel Enable Signal Not Correct
1858,5,P1665,Driver 3 Line 5
1859,5,P1600,TCM Internal Watchdog Operation
1860,5,P1795,CAN Bus - Throttle Body Position
1861,5,P1508,Idle Speed Low - Idle Air Control (IAC) System NotResponding
1862,5,P1816,TFP Valve Position Sw. - Park/Neu. With Drive Ratio
1863,5,P1607,Serial Communication Problem With Device 7
1864,5,P1780,Park/Neutral Position [PNP] Switch Circuit
1865,5,P1874,TCC Stator Temp. Switch Circuit High
1866,5,P1661,MIL Control Circuit
1867,5,P1638,Generator F-Terminal Circuit
1868,5,P1680,Driver 5
1869,5,P1555,Electronic Variable Orifice Output
1870,5,P1544,A/C Refrigerant Condition Very Low
1871,5,P1623,Transmission Temp Pull-Up Resistor
1872,5,P1613,Loss of DIM Serial Data
1873,5,P1523,Throttle Closed Position Performance
1874,5,P1137,HO2S Bank 1 Sensor 2 Lean System or Low Voltage
1875,5,P1823,Internal Mode Switch Circuit P Low
1876,5,P1627,A/D Performance
1877,5,P1670,Driver 4
1878,5,P1201,(Alt. Fuel) Gas Mass Sensor Circuit Range/Performance
1879,5,P1663,Oil Life Lamp Control Circuit
1880,5,P1822,Internal Mode Switch Circuit B High
1881,5,P1631,Theft Deterrent Start Enable Signal Not Correct
1882,5,P1586,Cruise Control Brake Switch 2 Circuit
1883,5,P1647,Driver 1 Line 7
1884,5,P1656,Driver 2 Line 6
1885,5,P1258,Engine Coolant Overtemperature - Protection Mode Active
1886,5,P1687,Driver 5 Line 7
1887,5,P1558,Cruise Control Servo Indicates Low
1888,5,P1804,Ground Control Relay
1889,5,P1831,PC Solenoid Power Circuit - Low Voltage
1890,5,P1629,Theft Deterrent System - Cranking Signal
1891,5,P1569,Cruise Servo Stroke High While not in Cruise
1892,5,P1133,HO2S Insufficient Switching Bank 1 Sensor 1
1893,5,P1518,Electronic Throttle Module to PCM Communication
1894,5,P1561,Cruise Vent Solenoid
1895,5,P1500,Starter Signal Circuit
1896,5,P1367,IC Cylinder 7 Not Toggling After Enable
1897,5,P1700,Transmission Control Module (TCM) Requested MILIllumination
1898,5,P1820,Internal Mode Switch Circuit A Low
1899,5,P1843,1-2 Shift Solenoid Circuit High Voltage
1900,5,P1842,1-2 Shift Solenoid Circuit Low Voltage
1901,5,P1216,Fuel Solenoid Response Time Too Short
1902,5,P1588,Cruise Control Clutch Control Circuit High
1903,5,P1689,Delivered Torque Circuit Fault
1904,5,P1535,A/C High Side Temperature Sensor Circuit
1905,5,P1652,Powertrain Induced Chassis Pitch Output Circuit
1906,5,P1409,EGR Vacuum System Leak
1907,5,P1681,Driver 5 Line 1
1908,5,P1585,Cruise Control Inhibit Output Circuit
1909,5,P1139,HO2S Insuff. Switching Bank 1 Sensor 2
1910,5,P1577,BBV Sensor Ckt. Low Voltage
1911,5,P1163,HO2S Bank 2 Sensor 3 Lean System or Low Voltage
1912,5,P1423,Intake Air High Pressure Switch Circuit High Voltage
1913,5,P1645,Evaporative Emission (EVAP) Vent Solenoid Contorl Circuit
1914,5,P1215,Ground Fault Detection Indicated
1915,5,P1362,IC Cylinder 2 Not Toggling After Enable
1916,5,P1153,HO2S Insufficient Switching Bank 2 Sensor 1
1917,5,P1580,Cruise Move Circuit Low Voltage
1918,5,P1636,PCM Stack Overrun
1919,5,P1200,Injector Control Circuit
1920,5,P1676,Driver 4 Line 6
1921,5,P1538,A/C Request Circuit High Voltage
1922,5,P1145,HO2S Cross Counts Bank 1 Sensor 3
1923,5,P1853,Brake Band Apply Solenoid High Voltage
1924,5,P1287,Accelerator Pedal Position Sensor 3 Circuit Low Voltage
1925,5,P1619,Engine Oil Life Monitor Reset Circuit
1926,5,P1420,Intake Air Low Pressure Switch Circuit Low Voltage
1927,5,P1220,Throttle Position (TP) Sensor 2 Circuit
1928,5,P1583,Cruise Direction CircuitHigh Voltage
1929,5,P1548,A/C Recirculation Circuit
1930,5,P1622,Cylinder Select
1931,5,P1519,Throttle Actuator Control (TAC) Module Internal Circuit
1932,5,P1672,Low Engine Oil Level Lamp Control Circuit
1933,5,P1817,TFP Valve Position Sw. - Reverse With Drive Ratio
1934,5,P1516,Throttle Actuator Control (TAC) Module Throttle ActuatorPosition Performance
1935,5,P1219,Throttle Position Sensor Reference Voltage
1936,5,P1441,Evaporative Emission (EVAP) System Flow During Non-Purge
1937,5,P1895,TCM to ECM Torque Reduction Circuit
1938,5,P1324,Crank RPM Too Low
1939,5,P1187,EOT Sensor Ckt. Low Voltage
1940,5,P1321,Electronic Ignition System Fault Line
1941,5,P1584,Cruise Control Disabled
1942,5,P1826,Internal Mode Switch Circuit C - High
1943,5,P1894,Engine Torque Signal High Voltage
1944,5,P1662,Cruise Lamp Control Circuit
1945,5,P1565,Cruise Servo Position Sensor
1946,5,P1845,2-3 Shift Solenoid Circuit Low Voltage
1947,5,P1546,A/C Clutch Status Circuit Low Voltage
1948,5,P1393,Wheel Speed Sensor 1 - G - Sensor Circuit High Voltage
1949,5,P1579,P/N to D/R at High Throttle Angle - Power Reduction ModeActive
1950,5,P1695,Remote Keyless Entry Circuit Low
1951,5,P1677,Driver 4 Line 7
1952,5,P1690,ECM Loop Overrun
1953,5,P1620,Low Coolant Circuit
1954,5,P1130,HO2S Circuit Low Variance Bank 1 Sensor 1
1955,5,P1891,Throttle Position Sensor PWM Signal Low
1956,5,P1360,Ignition Coil Group 2 Control Circuit
1957,5,P1646,Evaporative Emission (EVAP) Vent Solenoid Control Circuit
1958,5,P1602,Knock Sensor (KS) Module Performance
1959,5,P1157,HO2S Bank 2 Sensor 2 Lean System or Low Voltage
1960,5,P1686,Driver 5 Line 6
1961,5,P1573,PCM/EBTCM Serial Data Circuit
1962,5,P1884,TCC Enable/Shift Light Circuit
1963,5,P1683,Driver 5 Line 3
1964,5,P1217,Fuel Solenoid Response Time Too Long
1965,5,P1138,HO2S Bank 1 Sensor 2 Rich or High Voltage
